game_id,team1_id,tore_heim,tore_aus,team2_id,liga,datetime,tor_diff,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
15942,46,0,1,40,bundesliga,2015-10-24,-1,1212.0,1068.0,5115.0,755.0,3854.0,4069.0,1029.0,3748.0,4992.0,874.0,2414.0,2209.0,3982.0,1615.0,1640.0,1717.0,1032.0,1388.0,4025.0,343.0,4048.0,3193.0
15943,10,5,1,1,bundesliga,2015-10-25,4,3544.0,4598.0,4737.0,1723.0,1619.0,2750.0,2091.0,4082.0,2086.0,536.0,1905.0,730.0,5322.0,1273.0,561.0,4217.0,1774.0,1103.0,3039.0,2469.0,3852.0,76.0
15944,53,3,1,35,bundesliga,2015-10-25,2,3884.0,2059.0,384.0,503.0,5340.0,4533.0,4748.0,827.0,4176.0,4567.0,4922.0,3176.0,5061.0,1918.0,2409.0,33.0,408.0,1629.0,1097.0,3783.0,2471.0,140.0
15945,39,0,0,44,bundesliga,2015-10-30,0,1747.0,4564.0,3402.0,2996.0,964.0,3199.0,2304.0,5439.0,958.0,651.0,1991.0,809.0,3477.0,1583.0,593.0,1002.0,5173.0,1114.0,4030.0,784.0,1067.0,4075.0
15946,35,1,1,46,bundesliga,2015-10-31,0,3176.0,1918.0,2409.0,33.0,5061.0,2471.0,5137.0,2502.0,3783.0,140.0,331.0,1068.0,5115.0,755.0,3854.0,4069.0,3748.0,1029.0,4992.0,1451.0,3730.0,2414.0
15947,1,3,3,55,bundesliga,2015-10-31,0,730.0,2365.0,2383.0,1273.0,1103.0,2213.0,2469.0,4217.0,1824.0,3132.0,76.0,1347.0,2690.0,3488.0,1022.0,855.0,5270.0,1160.0,5176.0,4341.0,1037.0,1775.0
15948,28,1,3,10,bundesliga,2015-10-31,-2,974.0,1327.0,618.0,614.0,4419.0,4000.0,17.0,3572.0,916.0,4635.0,2024.0,3544.0,4737.0,1619.0,1723.0,4807.0,4082.0,3920.0,2086.0,60.0,1905.0,536.0
15949,49,0,0,37,bundesliga,2015-10-31,0,4362.0,3985.0,2662.0,4901.0,495.0,1995.0,224.0,4074.0,2612.0,3395.0,4886.0,3088.0,4507.0,3301.0,670.0,5214.0,739.0,2648.0,470.0,5125.0,4732.0,1494.0
15950,40,1,4,53,bundesliga,2015-10-31,-3,3982.0,1615.0,1640.0,1717.0,1032.0,4025.0,1388.0,248.0,3086.0,3193.0,343.0,3884.0,3380.0,2059.0,2064.0,5340.0,4922.0,4533.0,827.0,4748.0,4567.0,4176.0
15951,41,2,1,36,bundesliga,2015-10-31,1,712.0,5534.0,2868.0,1898.0,1976.0,5152.0,5012.0,3273.0,4192.0,4583.0,4590.0,2497.0,179.0,2817.0,2743.0,1133.0,5518.0,4604.0,61.0,2625.0,1155.0,3339.0
